market_share,revenue_growth,customer_satisfaction,innovation_index,operational_efficiency,brand_strength,financial_stability,digital_adoption,talent_quality,supply_chain_resilience,regulatory_compliance,sustainability_score,customer_retention,product_quality,pricing_competitiveness,market_penetration,technology_advancement,partnership_strength,geographical_reach,risk_management,competitiveness_score
-4.366966387570196,2.905168815981778,0.3589637255813529,-0.7767636407626332,-1.7688054305818983,-4.071982208419005,-3.527920964528237,-0.0881316416193979,1.919795084575114,-2.322812035875793,3.152280806939584,-7.79237688020715,4.064668537562128,0.5048656334117219,0.9776929374519314,-8.323756151556697,1.4544457378669742,3.463338042729005,-4.697002595908911,-2.3200657175069463,0
2.6444199825440498,-4.795635272222043,2.4098456632796905,-1.603898386519135,-1.631215617390732,1.2507574336759077,2.4487087411434545,1.952306944989089,0.3245521411313286,0.293547566250287,-1.601809470450377,5.896674802836004,-2.2318299939548574,2.26277341024913,-1.05482394262857,2.5549829070905488,-3.2284568844096757,-4.0224660677664525,3.498664566797596,-2.1232857518752315,1
-4.303034754251304,-3.2538114650644543,4.457591625908074,-1.2088059695018767,-5.244757528964747,-2.616013074738646,3.3564952650143356,-1.7721189363611256,-0.930548702594777,3.247661041139713,-2.809051748584783,7.177130842404012,-4.951105078310274,0.2731309713931199,-3.8706665093399355,-1.3557283551442407,-3.030768428333314,-7.304933930423875,2.603798409796888,-3.163189453740662,1
9.613763723152717,0.671701302092553,-3.3624319326778105,-1.04906237379666,1.9838603248043456,-0.4098930569937237,0.7463268862272645,-0.8461407993420159,-1.8570532948699938,-1.8566496598472593,-2.015455496217069,-0.959161555954184,-1.4176852451936492,2.2268050713041525,1.9218290224085264,2.841211065331867,-1.7601461201572695,0.335590831839047,-1.2442016210285982,0.7159851873412336,0
6.13899159230829,-2.314032658533974,-1.5043223328714397,-0.5200742276830759,5.6593731365781474,-3.0924318152906523,3.3522049554652638,6.899881672053703,-3.5210764393317593,3.445486496335336,-0.5361780411176755,6.308830025018892,5.432296673161037,-1.7437479441956447,1.3694550634393867,4.834220564853933,-4.952822447080151,-7.1271449567930185,4.668024847870236,1.9082097501735953,0
3.5808555068988865,1.8487727142827215,1.4657984399819333,-0.7365664619563923,0.30024598762935023,-3.034541343092668,-0.4238685353660854,0.7782092764148338,-2.0176831674952225,-1.0273614634545887,-2.251722435784572,-1.7477280129630794,4.705112177371112,-2.971043534369808,0.5709348171976435,-1.9518258039749012,-3.291929666543009,3.8065744615145944,0.338694797910581,-0.3764790599333707,0
1.5324625674512016,1.3066641334280265,1.7459805050827857,-0.7325071091659558,0.43140389776995924,1.4857896286383936,-1.3303583504499572,-0.7624873704749626,-0.6316800021038985,-0.3024570535235021,1.0992310726564025,-4.3355768052119,1.6701951963870567,-4.060875258794137,1.7049338706475,-2.1203495914517365,-2.563908392824435,3.650028120225636,1.1891181549657934,0.9082356678670671,1
-7.588606782466865,2.364291034148194,1.8333404610455368,-0.5575101537829226,-4.156064125277158,1.2892310020107813,3.2002894420363424,-3.375988820681089,-1.0781463755731895,3.924564029978562,0.9480672088352814,-0.2538207251989584,-2.4116980333782,-4.1551499772575475,-3.438793996466843,-1.3105882322635323,1.8426664743329446,-1.6097993825335841,-2.592689140701115,1.2845508921930495,1
-3.2803288374736246,6.07753182261244,-5.797024796312539,-0.3942218266602877,3.8548659838372252,-4.227297322747764,-0.20126711392658891,1.4384395899227485,1.0296863825466647,1.6923935477722385,1.545383329708338,-4.270104016426307,1.554603853506648,-4.051513193330031,-0.15966299801920047,-7.368650502860926,2.834333485588444,-0.1437211710987181,-1.8722548916208674,-3.465796100167826,0
-8.064880022710978,1.4863094270494672,1.7733740576976151,-1.5450148843348814,0.2676185095129793,1.7647577127213254,-0.8906901247184411,0.5878079811314834,-2.4372446398677265,4.775628636882163,0.37557482279923077,5.772489670207411,1.4305694580210744,-3.9404755266585827,-1.972491432189749,3.4315736909043677,-0.3281259388192293,-0.43618935910119483,-0.73683465022445,6.476252690337392,1
2.0289058863565304,4.395040480411106,-1.108372295583433,-2.104403075438115,1.9495703544118905,-0.9270420600408629,1.3131064651279443,-0.14483976177351665,-2.1244065924372624,-1.880102758318616,-0.2126574439115141,3.146585914078051,-3.2286719900286016,-2.607080890035613,-3.494859152842057,-3.960274331995003,-4.124968815789427,-1.9880792841895518,0.9235999850060099,0.6514053738731631,1
-7.212447731610409,-6.102310670585637,1.0055398722879927,1.0052599606924986,0.3043959526010003,-1.8556898108175914,-2.429231176340867,0.07598959979349906,0.49980387569701573,2.0125687443646365,1.2478656847779477,8.613383036477128,-1.7638129703080319,0.04910898885964088,-1.2481865980903781,-0.6187442710145649,-1.9126969049766438,-6.0273692503318745,7.312336829819828,2.8460848268090944,1
0.1990261550659177,2.7756559468397106,1.716278250816961,-0.7520768087874817,2.5064958281723015,-3.9882450584274727,-0.691605820956373,4.251564417283692,-0.9088978508848684,-2.8459507957712313,1.0998212609616838,5.056250640422846,3.087001569557459,3.0024327238234676,-1.2041444581500063,-5.103357903293546,-0.05430069695551709,-7.50349757972146,0.36068200363459446,-0.23406149909322294,0
0.39660801296159814,2.1663640563054525,1.419273694733453,-2.727894222101385,1.6313195203800985,-1.7930251870719527,1.9739536664590427,5.230371683343173,-1.0020414173715486,0.31985538194029783,0.07482344230730242,9.06775805631725,1.715707546219908,0.6673519738734164,0.5330830245753768,1.0657237205053287,-2.0241101435902342,-7.299100974814009,0.429765206044514,3.528928341532451,0
